texto,calificacion,polaridad,tipo_lugar,fuente,fecha,texto_limpio
"Increíble!!!!! Maravilloso!!!
Debes sacar turno con antelación, generalmente con dos días de anticipación a la fecha que quieres ir.
Concurre al parque sin alimentos, ni bebidas. Hay bebederos, duchas, baños, y un bar al cual no recomiendo ir, había mal olor en el ingreso, y no era buena la atención  ni el  menú",5,positivo,parque,google_maps,04/09/2026 02:11:52,increíble maravilloso debes sacar turno con antelación generalmente con dos días de anticipación a la fecha que quieres ir concurre al parque sin alimentos ni bebidas hay bebederos duchas baños y un bar al cual no recomiendo ir había mal olor en el ingreso y no era buena la atención ni el menú
Espectacular lugar. Una experiencia maravillosa. Recomendado!,5,positivo,parque,google_maps,04/08/2026 20:19:29,espectacular lugar una experiencia maravillosa recomendado
"Muy recomendable. Accesos buenos. En el interior hay baños, duchas y zonas para cambiarse. La rutas están señalizadas. No te dejan acceder con comida para que no te atquen los animalitos. Recomiendo hacer el tour con un guía para poder ver más animales que pueden pasar desapercibidos a simple vista. Ojo con dejar las mochilas en la playa, los monos a veces intentan abrirlas.",5,positivo,parque,google_maps,04/08/2026 17:41:56,muy recomendable accesos buenos en el interior hay baños duchas y zonas para cambiarse la rutas están señalizadas no te dejan acceder con comida para que no te atquen los animalitos recomiendo hacer el tour con un guía para poder ver más animales que pueden pasar desapercibidos a simple vista ojo con dejar las mochilas en la playa los monos a veces intentan abrirlas
"Hermosa experiencia, ir lo más temprano posible, ya que la playa es más ancha y permite disfrutar mejor!
A la tarde con sube el mar y casi no tenés plata!!
Cuidado con los monos!!! Abren carteras, mochilas buscando comida!! No sé confíen en dejar cerca de los árboles sus pertenencias!!",5,positivo,parque,google_maps,04/07/2026 23:30:01,hermosa experiencia ir lo más temprano posible ya que la playa es más ancha y permite disfrutar mejor a la tarde con sube el mar y casi no tenés plata cuidado con los monos abren carteras mochilas buscando comida no sé confíen en dejar cerca de los árboles sus pertenencias
Parque muito bonito,5,positivo,parque,google_maps,04/07/2026 22:15:46,parque muito bonito
"Muy bonito lugar playas excelentes, pero demasiadas personas",5,positivo,parque,google_maps,04/06/2026 03:34:03,muy bonito lugar playas excelentes pero demasiadas personas
Increíble el parque y con las visitas guiadas Nocturna con el guia Harold y la diurna con la guía Karla nos han presentado dos maneras muy distintas de apreciar sus gran atractivos: la fauna y la flora!!,5,positivo,parque,google_maps,04/06/2026 01:36:24,increíble el parque y con las visitas guiadas nocturna con el guia harold y la diurna con la guía karla nos han presentado dos maneras muy distintas de apreciar sus gran atractivos la fauna y la flora
Espectacular... Entorno bellísimo.,5,positivo,parque,google_maps,04/05/2026 23:45:57,espectacular entorno bellísimo
"Nos encantó el parque de Manuel Antonio. Vimos un montón de animales gracias a nuestra guía Beatriz que fue lo mejor de todo que además de ser muy simpática se notaba su pasión por su trabajo, su gran  conocimiento así como su gran habilidad para captar los animales y estar pendiente de nosotros.
La mejor guía que nos pudo haber tocado!",5,positivo,parque,google_maps,04/04/2026 23:59:06,nos encantó el parque de manuel antonio vimos un montón de animales gracias a nuestra guía beatriz que fue lo mejor de todo que además de ser muy simpática se notaba su pasión por su trabajo su gran conocimiento así como su gran habilidad para captar los animales y estar pendiente de nosotros la mejor guía que nos pudo haber tocado
Excelente experiencia. Una maravilla y vale mucho hacerla con guía,5,positivo,parque,google_maps,04/04/2026 22:14:58,excelente experiencia una maravilla y vale mucho hacerla con guía
"Esta muy masificado de turistas, después de haber visitado otros parques nacionales este me ha parecido el peor, no merece la pena pagar el dineral que se paga con guía. Recomiendo sacar la entrada por libre por visitarlo",3,neutral,parque,google_maps,04/04/2026 16:09:06,esta muy masificado de turistas después de haber visitado otros parques nacionales este me ha parecido el peor no merece la pena pagar el dineral que se paga con guía recomiendo sacar la entrada por libre por visitarlo
"Es un parque muy lindo, la playa también, solo tener cuidado con los hermosos monitos que les gusta abrir las mochilas y llevarse las cosas jajaja",5,positivo,parque,google_maps,04/04/2026 00:48:42,es un parque muy lindo la playa también solo tener cuidado con los hermosos monitos que les gusta abrir las mochilas y llevarse las cosas jajaja
"Manuel Antonio es una reserva natural en la que puedes admirar distintas especies de animales, yo contrate Tour para ir con guía pero siento que no vale mucho la pena. El guía te va mostrando las especies que van encontrando y después te ofrecen un snack, y después te dejan por tu cuenta ir a la playa. Pero sin problema puedes tu ir por tu cuenta, eso sí, debes comprar con tiempo tu ticket de entrada y si quisieras guía ahí puedes contratar uno. Las playas son bonitas y calidas.",4,positivo,parque,google_maps,04/03/2026 19:10:47,manuel antonio es una reserva natural en la que puedes admirar distintas especies de animales yo contrate tour para ir con guía pero siento que no vale mucho la pena el guía te va mostrando las especies que van encontrando y después te ofrecen un snack y después te dejan por tu cuenta ir a la playa pero sin problema puedes tu ir por tu cuenta eso sí debes comprar con tiempo tu ticket de entrada y si quisieras guía ahí puedes contratar uno las playas son bonitas y calidas
Es hermoso. Miradores al mar preciosos y gran variedad de animalitos en su hábitat natural,5,positivo,parque,google_maps,04/03/2026 13:37:59,es hermoso miradores al mar preciosos y gran variedad de animalitos en su hábitat natural
"Una experiencia diferente, muy recomendable para los que les gusta la naturaleza.",4,positivo,parque,google_maps,04/02/2026 02:09:49,una experiencia diferente muy recomendable para los que les gusta la naturaleza
"El parque es hermoso !! lindas playas ,  muchos animales para ver , los caminos muy bien cuidados y señalizados pero lamentablemente muy masivo demasiada gente ojala puedan reveer el tema de las entradas que se dan por dia.",3,neutral,parque,google_maps,03/31/2026 23:24:28,el parque es hermoso lindas playas muchos animales para ver los caminos muy bien cuidados y señalizados pero lamentablemente muy masivo demasiada gente ojala puedan reveer el tema de las entradas que se dan por dia
Espectacular 👌!! Pura vida!!!,5,positivo,parque,google_maps,03/31/2026 16:39:41,espectacular pura vida
"Extraordinaria experiencia, el lugar muy bonito y bastante bien administrado, el recorrido y las playas muy padres, totalmente recomendado.",5,positivo,parque,google_maps,03/30/2026 02:42:31,extraordinaria experiencia el lugar muy bonito y bastante bien administrado el recorrido y las playas muy padres totalmente recomendado
Maravilloso todo!,5,positivo,parque,google_maps,03/29/2026 23:52:44,maravilloso todo
"Excelente experiencia. Si hay que venir preparados con agua, buena camara y ganas de caminar. Nuestra guía Beatriz hizo dea visita una gran experiencia",5,positivo,parque,google_maps,03/27/2026 20:40:05,excelente experiencia si hay que venir preparados con agua buena camara y ganas de caminar nuestra guía beatriz hizo dea visita una gran experiencia
"Muy buen parque, es importante ir con guía porque sino no se ven los animales. Marzo es época seca y la cascada no tieneagus. La playa es espectacular, agua cálida, sin olas",5,positivo,parque,google_maps,03/27/2026 13:09:43,muy buen parque es importante ir con guía porque sino no se ven los animales marzo es época seca y la cascada no tieneagus la playa es espectacular agua cálida sin olas
Un paseo con encanto y para disfrutar en la playa,5,positivo,parque,google_maps,03/23/2026 14:14:45,un paseo con encanto y para disfrutar en la playa
El parque es hermoso. Ninguno de los caminos fue difícil de recorrer (hasta los que decían que eran de dificultad alta). Lo mejor es ir a la playa temprano a la mañana (tipo 7/8) porque es cuando está prácticamente vacía.,5,positivo,parque,google_maps,03/22/2026 17:27:28,el parque es hermoso ninguno de los caminos fue difícil de recorrer hasta los que decían que eran de dificultad alta lo mejor es ir a la playa temprano a la mañana tipo porque es cuando está prácticamente vacía
Hermoso!!!! Ya quiero volver  a costar rica,5,positivo,parque,google_maps,03/22/2026 03:33:26,hermoso ya quiero volver a costar rica
"Mucha gente,por lo que no se puede disfrutar",4,positivo,parque,google_maps,03/21/2026 21:02:25,mucha gentepor lo que no se puede disfrutar
Muy bueno. No se preocupen por llegar puntual se puede entrar a gualquier hora ya comprada la entrada. Parqueo 4000 colonos.,5,positivo,parque,google_maps,03/21/2026 12:38:52,muy bueno no se preocupen por llegar puntual se puede entrar a gualquier hora ya comprada la entrada parqueo colonos
"mucha gente a primera hora, pero se ven animalicos, baño en la playa estupendo",5,positivo,parque,google_maps,03/20/2026 20:23:17,mucha gente a primera hora pero se ven animalicos baño en la playa estupendo
"Un lugar maravilloso. Rodeado entre selva, animales únicos y playa muy linda de una temperatura perfecta.",5,positivo,parque,google_maps,03/20/2026 00:54:37,un lugar maravilloso rodeado entre selva animales únicos y playa muy linda de una temperatura perfecta
